FileNum,Mileage,Color,AcquistionCost,SalesPrice,SoldOn,MMRAvgValue,Year,MakeName,ModelName,StyleName,AddrZip,TagDisplayName
8528,75000,Brown,6000,5000,20-08-2014,7200,2008,Scion,xB,5dr Wgn Man,95051,NULL
8584,99812,Green,3000,4600,01-10-2014,3050,2003,Toyota,Sienna,5dr CE (Natl),92806,NULL
8585,174000,Gray,2200,3100,08-10-2014,3100,2001,Toyota,Sequoia,4dr SR5 (Natl),92806,NULL
8598,100000,Black,1000,2400,15-10-2014,2025,2002,Volkswagen,Passat,4dr Sdn GLS Auto,92806,NULL
8627,93665,Black,10600,13600,15-10-2014,11500,2007,Ford,F-150,"2WD SuperCrew 139 XLT""",92806,NULL
8626,9,Black,5250,5500,15-10-2014,NULL,2004,Toyota,4Runner,4dr Limited V6 Auto (Natl),92806,NULL
8617,160117,Silver,900,1450,15-10-2014,1175,1999,Toyota,Corolla,4dr Sdn CE Auto,92806,NULL
8599,134000,LightBlue,3250,3800,15-10-2014,3350,2005,Ford,Escape,"4dr 103 WB 3.0L XLT""",92806,NULL
8624,58311,Black,25300,25500,15-10-2014,25750,2012,Jeep,Grand Cherokee,RWD 4dr Overland,92806,NULL
8589,57234,White,6000,0,15-10-2014,NULL,2010,Nissan,Cube,5dr Wgn I4 Manual 1.8 S,92806,NULL
8616,41446,Brown,3000,3300,15-10-2014,3475,2005,Chrysler,PT Cruiser,4dr Wgn Limited,92806,NULL
8596,143073,Tan,7000,9300,15-10-2014,6050,2010,Toyota,Prius,5dr HB II (Natl),92806,NULL
8595,194026,Red,3750,4750,15-10-2014,NULL,2002,Toyota,Highlander,4dr V6 (Natl),92806,NULL
8593,107756,Black,3000,3700,08-10-2014,3525,1997,Lexus,SC 300 Luxury Sport Cpe,2dr Cpe Manual,92806,NULL
8647,222109,cbcefb,1000,800,22-10-2014,500,1998,Ford,Expedition,"119 WB XLT""",92806,NULL
8673,89967,Gold,8000,9000,22-10-2014,7600,2006,Nissan,Pathfinder,SE 2WD,92806,NULL
8590,60124,Black,4000,5600,22-10-2014,4875,2007,Hyundai,Elantra,4dr Sdn Auto GLS *Ltd Avail*,92806,NULL
8640,175782,Black,2500,3800,22-10-2014,3375,1998,Toyota,Tacoma,XtraCab Auto,92806,NULL
8660,105173,Black,2000,3800,22-10-2014,2625,2007,Chrysler,PT Cruiser,4dr Wgn Touring,92806,NULL
8646,147381,Silver,1000,1700,22-10-2014,1400,2000,Volkswagen,New Beetle,2dr Cpe GLX Turbo Manual,92806,NULL
8641,135805,DarkBlue,4000,5500,22-10-2014,4475,2006,Honda,Civic Hybrid,CVT,92806,NULL
8638,48000,White,10000,11250,22-10-2014,10600,2011,Chevrolet,Cruze,4dr Sdn LTZ,92806,NULL
8637,128000,Gray,4800,5800,22-10-2014,4725,2007,Toyota,Corolla,4dr Sdn Auto S (Natl),92806,NULL
8636,144000,DarkBlue,1500,2300,22-10-2014,2225,2005,Kia,Sorento,4dr LX Auto,92806,NULL
8635,253000,White,2300,3000,22-10-2014,2150,2003,Toyota,Matrix,5dr Wgn Std Manual (Natl),92806,NULL
8634,128667,Silver,3000,4400,22-10-2014,4400,2004,Mercedes-Benz,CLK-Class,2dr Coupe 3.2L,92806,NULL
8622,151626,White,1000,1700,22-10-2014,1775,2003,Ford,Mustang,2dr Cpe Standard,92806,NULL
8621,97357,Green,11500,0,22-10-2014,NULL,2008,Mercedes-Benz,C-Class,4dr Sdn 3.0L Sport RWD,92806,NULL
8618,50698,Silver,12500,12750,22-10-2014,9925,2008,Honda,Accord Sdn,4dr I4 Auto EX-L,92806,NULL
8615,36342,Maroon,10000,0,08-10-2014,NULL,2012,Kia,Optima,4dr Sdn 2.4L Auto LX,92806,NULL
8591,146127,Gray,2700,4200,08-10-2014,3350,2007,Nissan,Sentra,4dr Sdn I4 CVT 2.0 S,92806,NULL
8583,88293,Green,5400,6200,01-10-2014,6825,2005,Mercedes-Benz,C-Class,4dr Sdn 2.6L,92806,NULL
8582,134000,Silver,600,1200,01-10-2014,NULL,2001,Honda,Civic,4dr Sdn DX Auto,92806,NULL
8581,198776,White,3000,3000,15-10-2014,2925,2004,Dodge,Ram 1500,"4dr Quad Cab 140.5 WB SLT""",92806,NULL
8580,83000,DarkBlue,11300,13200,01-10-2014,10800,2007,Honda,CR-V,2WD 5dr EX-L,92806,NULL
8579,74500,Gray,4700,0,01-10-2014,4900,2007,Volkswagen,Jetta Sedan,4dr Auto PZEV,92806,NULL
8577,222240,Red,4250,NULL,01-10-2014,4025,2004,Ford,F-150,"SuperCrew 139 XLT""",92806,NULL
8577,222240,Red,4250,4800,08-10-2014,4025,2004,Ford,F-150,"SuperCrew 139 XLT""",92806,NULL
8578,155135,Black,3600,6000,01-10-2014,4725,2007,Honda,Civic Sdn,4dr AT LX,92806,NULL
8686,80772,Silver,4500,5200,22-10-2014,5125,2007,Kia,Rondo,4dr V6 Auto EX,92806,NULL
8692,78000,Gray,6400,7500,22-10-2014,6475,2010,Dodge,Caliber,4dr HB SXT,92806,NULL
8691,102000,Gray,1200,3050,22-10-2014,3100,2004,Mercury,Sable,4dr Sdn LS Premium,92806,NULL
8689,52000,White,4000,5400,22-10-2014,4750,2007,Kia,Spectra,4dr Sdn Auto EX,92806,NULL
8688,125000,Silver,3200,3200,21-10-2014,3000,2004,Honda,Civic,2dr Cpe EX Manual,92806,NULL
8683,34648,Gray,17500,19200,22-10-2014,18900,2012,Honda,Crosstour,2WD V6 5dr EX-L,92806,NULL
8681,192374,Silver,500,1300,22-10-2014,575,2000,Ford,Windstar Wagon,4dr SE,92806,NULL
8680,75000,Black,5000,6100,22-10-2014,5275,2007,Volkswagen,Jetta Sedan,4dr Auto 2.5 PZEV,92806,NULL
8679,117000,Gray,4400,6000,22-10-2014,4100,2007,Jeep,Liberty,2WD 4dr Sport,92806,NULL
8678,150000,Silver,1200,1850,22-10-2014,2075,2002,Honda,Civic,2dr Cpe EX Auto,92806,NULL
8677,97696,Gray,3000,5400,22-10-2014,3725,2006,Mazda,MAZDA3,4dr Sdn i Auto,92806,NULL
8669,178483,Silver,4500,4800,22-10-2014,4150,2003,Toyota,Sequoia,4dr Limited (Natl),92806,NULL
8668,187224,Silver,2500,2850,22-10-2014,2875,2005,Toyota,Camry Solara,2dr Cpe SE V6 Auto (Natl),92806,NULL
8665,101960,White,15800,18000,22-10-2014,17750,2008,Chevrolet,Tahoe,2WD 4dr 1500 LTZ,92806,NULL
8659,158962,Gray,2000,NULL,15-10-2014,1800,2007,Chevrolet,HHR,2WD 4dr LT,92806,NULL
8658,95052,White,3500,4000,15-10-2014,5050,2008,Kia,Rondo,4dr Wgn V6 LX,92806,NULL
8655,120633,White,14500,0,22-10-2014,13800,2007,Chevrolet,Tahoe,2WD 4dr 1500 LTZ,92806,NULL
8654,63541,White,9500,13000,22-10-2014,6650,2008,Ford,F-150,"2WD SuperCab 145 XL""",92806,NULL
8651,144161,Black,4500,6000,22-10-2014,5300,2006,Chrysler,300,4dr Sdn 300C,92806,NULL
8650,73259,Black,8000,0,22-10-2014,8600,2008,Ford,F-150,"2WD SuperCab 145 XL""",92806,NULL
8648,106913,Black,13500,14250,22-10-2014,14050,2007,GMC,Yukon,2WD 4dr 1500 SLT,92806,NULL
8645,164964,Yellow,1000,1100,22-10-2014,975,1998,Volkswagen,New Beetle,2dr Cpe Manual,92806,NULL
8631,154845,Black,5800,5600,22-10-2014,6275,2005,Toyota,Sequoia,4dr Limited (Natl),92806,NULL
8620,140392,Gray,1000,1950,22-10-2014,1675,2003,Volkswagen,Jetta Sedan,4dr Sdn GL Auto,92806,NULL
8675,155210,LightBlue,700,1500,22-10-2014,1700,1999,Mercedes-Benz,M-Class,4dr AWD 3.2L,92806,NULL
8659,158962,Gray,2000,2500,22-10-2014,1800,2007,Chevrolet,HHR,2WD 4dr LT,92806,NULL
8628,118494,White,3750,6750,22-10-2014,6700,2006,Audi,A4,4dr Sdn 2.0T CVT,92806,NULL
8633,92000,DarkBlue,3000,5400,22-10-2014,4400,2006,Volvo,S60,2.5L Turbo Auto,92806,NULL
8662,98176,Gray,1800,3300,29-10-2014,2675,2004,Volkswagen,Passat Sedan,4dr Sdn GLS Auto,92806,NULL
8701,66906,Yellow,12300,12000,29-10-2014,11050,2006,Mercedes-Benz,M-Class,4MATIC 4dr 3.5L,92806,NULL
8753,97987,Black,7500,9000,05-11-2014,7450,2008,Audi,A4,4dr Sdn Man 2.0T FrontTrak,92806,NULL
8746,181000,Maroon,700,1650,05-11-2014,1950,1999,Honda,Civic,4dr Sdn LX Auto,92806,NULL
8745,124524,White,12200,13300,05-11-2014,13650,2008,Toyota,Tacoma,2WD Dbl V6 AT PreRunner (Natl),92806,NULL
8744,168179,Green,5000,5500,05-11-2014,4575,2005,Honda,Odyssey,EX-L AT with RES,92806,NULL
8748,181323,DarkBlue,1500,2200,05-11-2014,2325,2004,Nissan,Maxima,4dr Sdn SE Auto,92806,NULL
8743,184591,Silver,3500,4300,05-11-2014,3350,2006,Honda,Civic Hybrid,CVT,92806,NULL
8747,208121,Gray,2000,2500,05-11-2014,2725,2001,Toyota,Sequoia,4dr SR5 (Natl),92806,NULL
8742,167000,Green,1100,1700,05-11-2014,1750,2000,Infiniti,Q45,Luxury Performance Sdn,92806,NULL
8740,110022,Gray,1000,1350,05-11-2014,1250,2004,Kia,Sedona,4dr Auto LX,92806,NULL
8739,102044,Gray,4800,5900,05-11-2014,5474,2010,Ford,Focus,4dr Sdn SE,92806,NULL
8737,116784,Black,4300,5500,05-11-2014,4525,2009,Ford,Fusion,4dr Sdn I4 SE FWD,92806,NULL
8734,78000,Silver,4000,6200,05-11-2014,NULL,2004,Nissan,Maxima,4dr Sdn SL Auto *Ltd Avail*,92806,Frame Damage
8730,117342,White,7800,8700,05-11-2014,6275,2007,Nissan,Pathfinder,2WD 4dr SE,92806,NULL
8729,99063,White,7400,8200,05-11-2014,7525,2007,Toyota,Avalon,4dr Sdn XL (Natl),92806,NULL
8728,115606,White,8200,9000,29-10-2014,9550,2011,Toyota,Camry,4dr Sdn I4 Man LE (Natl),92806,NULL
8727,138533,Tan,5200,6600,05-11-2014,5950,2008,Toyota,Prius,5dr HB (Natl),92806,NULL
8726,38783,White,18000,20500,05-11-2014,18550,2011,Mercedes-Benz,C-Class,4dr Sdn C300 Sport RWD,92806,NULL
8725,175000,Maroon,1000,1850,05-11-2014,1425,2001,Ford,Escape,"4dr 103 WB XLT""",92806,NULL
8724,120337,Gray,1500,2600,05-11-2014,2075,2003,Buick,Rendezvous,CX FWD,92806,NULL
8721,158338,LightBlue,1250,2600,05-11-2014,2125,2005,Honda,Civic Hybrid,CVT ULEV,92806,NULL
8720,118367,Gray,1700,3200,05-11-2014,2525,2004,Lincoln,LS,4dr Sdn V6 Auto w/Luxury Pkg,92806,NULL
8715,110659,Silver,5100,6900,29-10-2014,6250,2002,Toyota,Highlander,4dr V6 (Natl),92806,NULL
8714,148590,White,1200,3000,29-10-2014,1775,2000,Honda,Accord Sdn,4dr Sdn EX Auto ULEV,92806,NULL
8713,173578,Green,1000,NULL,29-10-2014,1425,2001,Lincoln,Navigator,4WD,92806,Salvage Title
8712,122579,Black,3500,5000,29-10-2014,4050,2004,GMC,Envoy,4dr 4WD SLT,92806,NULL
8711,88000,DarkBlue,7800,10000,05-11-2014,9075,2008,Nissan,Titan,2WD King Cab LWB SE,92806,NULL
8706,128240,Gray,6000,7100,29-10-2014,6150,2007,Toyota,Camry,4dr Sdn I4 Auto LE (Natl),92806,NULL
8702,119000,DarkBlue,6600,7100,05-11-2014,5950,2005,Mercedes-Benz,CLK-Class,2dr Cabriolet 3.2L,92806,NULL
8700,91603,Black,16300,18000,05-11-2014,17400,2010,Toyota,Tacoma,2WD Double LB V6 AT PreRunner (Natl),92806,NULL
8698,156975,Maroon,2300,3300,29-10-2014,2850,2006,Nissan,Altima,4dr Sdn I4 Auto 2.5 S ULEV,92806,NULL
8697,156364,Black,500,750,29-10-2014,1025,1995,BMW,3 Series,4dr Sedan 318i,92806,NULL
8696,174873,Silver,500,800,29-10-2014,775,2002,Saturn,SL,SL2 Manual,92806,NULL
8694,70718,White,4500,5600,29-10-2014,4600,2005,Buick,LaCrosse,4dr Sdn CX,92806,NULL
8687,152601,Gray,2200,2700,05-11-2014,NULL,2005,Nissan,Maxima,4dr Sdn V6 Auto 3.5 SE,92806,NULL
8685,167531,Black,500,800,29-10-2014,1375,2002,Pontiac,Grand Am,4dr Sdn GT,92806,NULL
8676,175000,Black,1500,1700,29-10-2014,2350,2001,Mercedes-Benz,C-Class,4dr Sdn 3.2L,92806,NULL
8672,154395,White,300,600,05-11-2014,NULL,1999,Saab,09-May,4dr Sdn 2.3L Manual w/Sunroof,92806,Salvage Title
8667,136063,White,2300,1300,29-10-2014,2750,2004,Ford,Explorer,"4dr 114 WB 4.0L XLT 4WD""",92806,NULL
8664,129680,LightBlue,3000,3200,29-10-2014,1975,2002,Nissan,Pathfinder,LE 2WD Auto,92806,NULL
8663,147844,White,4500,5400,29-10-2014,4250,2004,Lexus,IS 300,4dr Sdn Auto Trans,92806,NULL
8661,184112,Gray,2400,0,05-11-2014,NULL,2005,Honda,Civic Cpe,LX AT,92806,NULL
8653,82795,Gray,5000,7600,29-10-2014,6025,2006,Volvo,XC90,2.5L Turbo Auto w/Sunroof/3rd Row,92806,NULL
8649,101324,Black,500,1850,29-10-2014,2025,2001,Chrysler,Town & Country,4dr Limited FWD,92806,NULL
8639,128000,Gray,2700,2700,29-10-2014,3025,2005,Nissan,Altima,4dr Sdn I4 Auto 2.5 S PZEV,92806,NULL
8629,111000,Gray,6500,7700,05-11-2014,8325,2007,BMW,5 Series,4dr Sdn 530i RWD,92806,NULL
8604,135000,White,1000,1400,29-10-2014,NULL,2002,Pontiac,Montana,4dr Ext WB w/1SE Pkg,92806,NULL
8579,74500,Gray,4700,6100,22-10-2014,4900,2007,Volkswagen,Jetta Sedan,4dr Auto PZEV,92806,NULL
8707,107174,Black,7500,7500,05-11-2014,7500,2009,Toyota,Camry,4dr Sdn I4 Auto LE (Natl),92806,NULL
8684,85620,DarkBlue,2800,4100,15-10-2014,4200,2004,MINI,Cooper Hardtop,2dr Cpe,92806,NULL
8757,157366,Silver,4700,5500,05-11-2014,4500,2005,Honda,Pilot,LX AT,92806,NULL
8770,93685,LightBlue,12000,13200,12-11-2014,13900,2009,Nissan,370Z,2dr Cpe Auto,92806,NULL
8773,29005,Gray,15250,15500,12-11-2014,NULL,2012,Toyota,Prius,5dr HB One (Natl),92806,NULL
8769,159837,White,4000,5500,12-11-2014,4675,2004,Ford,F-150,"Supercab 145 XL""",92806,NULL
8768,109129,Black,750,1250,12-11-2014,1225,2000,Mercury,Cougar,3dr Cpe V6,92806,NULL
8767,126576,Green,2200,2500,12-11-2014,2025,2005,Kia,Amanti,4dr Sdn Auto,92806,NULL
8766,113639,Silver,5500,7100,12-11-2014,5750,2005,Ford,Explorer Sport Trac,"4dr 126 WB XLT""",92806,NULL
8765,129490,Gray,4500,6500,12-11-2014,5050,2006,Nissan,Xterra,4dr S V6 Auto 2WD,92806,NULL
8764,100017,Gray,4700,6200,12-11-2014,4550,2008,Nissan,Sentra,4dr Sdn I4 CVT 2.0,92806,NULL
8763,100924,Maroon,5900,6400,12-11-2014,6900,2008,Toyota,Camry,4dr Sdn I4 Auto LE (Natl),92806,NULL
8762,36247,Black,7800,8800,12-11-2014,NULL,2012,Kia,Optima,4dr Sdn 2.4L Auto LX,92806,Frame Damage
8761,260634,Tan,1100,1850,12-11-2014,NULL,1998,Lexus,ES 300 Luxury Sport Sdn,4dr Sdn,92806,TMU
8759,98750,Maroon,4500,5400,12-11-2014,3925,2008,Kia,Sedona,4dr LWB LX,92806,NULL
8756,158498,Silver,6200,6500,12-11-2014,5425,2006,Honda,Odyssey,5dr EX-L AT with RES,92806,NULL
8754,140153,Black,1000,1550,12-11-2014,1000,2001,Ford,Explorer Sport,"2dr 102 WB 4WD""",92806,NULL
8751,104982,Black,5500,7750,12-11-2014,6025,2004,BMW,X5,X5 4dr AWD 3.0i,92806,NULL
8750,108000,Silver,1900,3100,12-11-2014,2250,2003,Nissan,Altima,4dr Sdn S Auto,92806,NULL
8749,99233,Silver,3800,5000,12-11-2014,4175,2007,Kia,Rondo,4dr V6 Auto EX,92806,NULL
8741,76013,Black,10000,11000,12-11-2014,11600,2007,BMW,5 Series,4dr Sdn 530i RWD,92806,NULL
8738,143494,Maroon,2200,2700,12-11-2014,2425,2005,Ford,Five Hundred,4dr Sdn Limited,92806,NULL
8736,127853,Black,1800,2200,12-11-2014,2250,2004,Pontiac,Grand Prix,4dr Sdn GT1,92806,NULL
8735,137000,Black,3300,4300,12-11-2014,4200,2004,Honda,Accord Sdn,EX Auto w/Leather/XM,92806,NULL
8732,137000,Silver,2800,3100,12-11-2014,3075,2005,Ford,Explorer,"4dr 114 WB 4.0L XLT 4WD""",92806,NULL
8722,229969,Gold,250,450,12-11-2014,NULL,2001,Subaru,Legacy Wagon,5dr Outback Manual w/RL Equip,92806,Frame Damage
8699,100122,Black,8700,9200,05-11-2014,NULL,2008,Nissan,Altima,2dr Cpe V6 CVT 3.5 SE,92806,NULL
8674,185555,Gray,2200,2950,12-11-2014,NULL,2003,Chevrolet,Suburban,4dr 1500 LS,92806,TMU
8655,120633,White,14500,14900,12-11-2014,13800,2007,Chevrolet,Tahoe,2WD 4dr 1500 LTZ,92806,NULL
8652,66431,Black,20500,NULL,12-11-2014,NULL,2010,Ford,Expedition EL,4WD 4dr Limited,92806,NULL
8777,18103,Gray,14800,15700,12-11-2014,15750,2013,Honda,Accord Sdn,4dr I4 Man LX,92806,NULL
8772,168610,Green,4000,NULL,12-11-2014,4300,2005,GMC,Canyon,"Crew Cab 126.0 WB 1SB SLE Z85""",92806,NULL
8723,222686,White,3700,5600,12-11-2014,NULL,2006,Dodge,Charger,4dr Sdn R/T RWD,92806,TMU
8783,18000,Black,19998,21500,19-11-2014,15000,2012,Mazda,CX-7,FWD 4dr i Sport,95051,NULL
8713,173578,Green,1000,1150,19-11-2014,1425,2001,Lincoln,Navigator,4WD,92806,Salvage Title
8758,137000,Black,800,1900,12-11-2014,1700,1998,Toyota,Camry,4dr Sdn LE Auto,92806,NULL
8805,60557,LightBlue,3500,0,19-11-2014,5000,2005,Volkswagen,New Beetle Convertible,2dr GLS Turbo Auto,92806,NULL
8803,38793,Gray,27500,29500,19-11-2014,29700,2013,Infiniti,JX,FWD 4dr,92806,NULL
8802,113968,Black,7800,9000,19-11-2014,7350,2005,Acura,MDX,4dr SUV AT Touring w/Navi,92806,NULL
8799,180701,Brown,1250,2450,19-11-2014,2675,2005,Honda,Civic Cpe,LX MT SSRS,92806,NULL
8798,67687,Black,9600,11750,19-11-2014,10500,2008,BMW,3 Series,4dr Sdn 328i RWD SULEV,92806,NULL
8796,173020,Black,1350,1500,19-11-2014,1625,1999,Infiniti,QX4,1999 4dr SUV Luxury 4WD,92806,NULL
8793,117349,Gray,8800,9500,19-11-2014,9525,2007,BMW,3 Series,2dr Cpe 328i RWD SULEV,92806,NULL
8791,95234,Black,9100,10000,19-11-2014,9125,2009,Ford,Flex,4dr SE FWD,92806,NULL
8790,101289,Black,1500,2700,19-11-2014,2125,1998,Mercedes-Benz,E-Class,4dr Sdn 3.2L,92806,NULL
8788,139732,DarkBlue,2000,3500,19-11-2014,3100,2003,Ford,Escape,"4dr 103 WB Limited 4WD""",92806,NULL
8787,127663,Black,7300,10000,19-11-2014,8225,2010,Chevrolet,Traverse,FWD 4dr LT w/1LT,92806,NULL
8786,151156,Brown,700,1250,19-11-2014,1625,2001,Ford,Mustang,2dr Convertible Deluxe,92806,NULL
8785,166824,White,1700,2200,19-11-2014,1875,2000,Mercedes-Benz,M-Class,4dr AWD 4.3L,92806,NULL
8784,134649,Silver,6900,7700,19-11-2014,7875,2007,Acura,RDX,AWD 4dr,92806,NULL
8782,148133,Gray,3000,3800,19-11-2014,3625,2005,Toyota,Matrix,5dr Wgn Std Auto (Natl),92806,NULL
8774,138973,Black,3000,3700,18-11-2014,3125,2002,Mercedes-Benz,E-Class,4dr Sdn 3.2L AWD,92806,NULL
8772,168610,Green,4000,4300,19-11-2014,4300,2005,GMC,Canyon,"Crew Cab 126.0 WB 1SB SLE Z85""",92806,NULL
8752,153189,Gray,5500,7300,19-11-2014,7650,2004,Toyota,Tundra,DoubleCab V8 Ltd (Natl),92806,NULL
8734,78000,Silver,4000,4200,19-11-2014,NULL,2004,Nissan,Maxima,4dr Sdn SL Auto *Ltd Avail*,92806,Frame Damage
8733,180000,LightBlue,2100,2300,19-11-2014,NULL,2002,Chevrolet,Avalanche,"1500 5dr Crew Cab 130 WB""",92806,TMU
8719,88345,Black,4000,6200,19-11-2014,6250,2004,Infiniti,G35 Sedan,4dr Sdn Auto w/Leather,92806,NULL
8717,127598,Gray,2400,2600,19-11-2014,2600,2004,Volkswagen,New Beetle Convertible,2dr Convertible GL Auto,92806,NULL
8811,106981,LightBlue,9000,13100,19-11-2014,9375,2005,Toyota,Tacoma,"Access X-Runner 127 V6 Man (Natl)""",92806,NULL
8602,120000,White,10000,10800,19-11-2014,11150,2008,GMC,Acadia,FWD 4dr SLT1,92806,NULL
8800,59308,Red,9300,10900,26-11-2014,10500,2011,Honda,Civic Sdn,4dr Auto EX,92806,NULL
8832,75815,Black,5000,6100,26-11-2014,4400,2004,Nissan,Xterra,4dr XE 4WD V6 Auto,92806,NULL
8817,110226,DarkBlue,3700,6750,26-11-2014,4100,2006,Scion,tC,3dr HB Auto (Natl),92806,NULL
8818,107217,DarkBlue,4400,4800,26-11-2014,5350,2010,Suzuki,Grand Vitara,2WD 4dr I4 Auto Premium,92806,NULL
8824,96994,Brown,3100,3600,26-11-2014,2900,2005,Chrysler,Pacifica,4dr Wgn FWD,95051,NULL
8794,137136,Brown,2500,3700,26-11-2014,2875,2006,Nissan,Quest,4dr Van SE,92806,TMU
8820,108200,Gray,4000,4900,26-11-2014,4875,2006,Buick,Lucerne,4dr Sdn CXL V6,92806,NULL
8792,99000,Gray,3000,4500,26-11-2014,3600,2003,Mercedes-Benz,C-Class,4dr Sdn 2.6L,92806,NULL
8826,147000,White,1200,2600,26-11-2014,2400,2000,Toyota,Avalon,4dr Sdn XL w/Bucket Seats,92806,TMU
8812,119423,Black,4500,5600,26-11-2014,4700,2005,Toyota,Corolla,4dr Sdn CE Manual (Natl),92806,NULL
8775,134344,Green,2300,2600,26-11-2014,2050,2002,Ford,Escape,"4dr 103 WB XLT Choice""",92806,NULL
8810,148233,LightBlue,1500,2600,26-11-2014,1750,2007,Hyundai,Accent,3dr HB Manual GS,92806,NULL
8814,177546,Brown,800,1100,26-10-2014,975,2001,Ford,Explorer Sport,"2dr 102 WB 4WD""",92806,NULL
8801,145345,Green,1000,1950,26-11-2014,475,2001,Dodge,Caravan,"4dr Sport 113 WB""",92806,NULL
8830,137010,Green,2250,2800,26-11-2014,2300,2004,Ford,Explorer,"4dr 114 WB 4.0L XLT""",92806,NULL
8809,94775,Gray,8500,8900,26-11-2014,8300,2007,Toyota,Camry,4dr Sdn I4 Manual CE (Natl),92806,NULL
8797,108000,Gray,8300,8200,26-11-2014,8475,2006,Jeep,Commander,4dr Limited 4WD,92806,NULL
8807,76971,Tan,5000,6100,19-11-2014,4975,2002,Lexus,ES 300,4dr Sdn,92806,NULL
8869,200000,White,3300,3600,03-12-2014,NULL,2005,Ford,F-150,"Supercab 133 XLT""",92806,TMU
8857,181281,Gray,4000,5500,03-12-2014,3525,2006,Honda,Odyssey,5dr EX AT,92806,NULL
8855,137298,Silver,4200,6700,03-12-2014,6225,2004,Chevrolet,Avalanche,"1500 5dr Crew Cab 130 WB""",95051,NULL
8854,84441,Black,7100,7700,03-12-2014,NULL,2008,Ford,Mustang,2dr Conv Deluxe,92806,NULL
8853,92010,Brown,4700,6200,03-12-2014,6800,2007,Ford,Mustang,2dr Cpe Deluxe,92806,NULL
8850,172000,Gray,1700,2400,03-12-2014,1925,2003,Ford,Escape,"4dr 103 WB XLT 4WD Popular 2""",92806,NULL
8829,131721,Black,6000,0,03-12-2014,5200,2004,Mercedes-Benz,E-Class,4dr Wgn 5.0L 4MATIC,95051,NULL
8828,137702,Black,3200,3100,03-12-2014,3750,2008,Ford,Taurus,4dr Sdn SEL FWD,92806,NULL
8868,104238,Black,2200,2450,03-12-2014,1950,2002,Isuzu,Rodeo,4dr S 3.2L Manual,92806,NULL
8841,131725,Silver,1200,2100,03-12-2014,2150,2003,Volkswagen,Jetta Sedan,4dr Sdn GLS Auto,92806,NULL
8860,66147,Black,0,3050,03-12-2014,2150,2002,Land Rover,Freelander,4dr Wgn SE,95051,NULL
8858,95951,Black,4700,5500,03-12-2014,4525,2007,Volkswagen,Jetta Sedan,4dr Auto Wolfsburg Edition PZEV,92806,NULL
8852,97706,White,6250,6800,03-12-2014,6500,2005,Honda,CR-V,4WD EX AT,92806,NULL
8845,130062,White,3500,4900,03-12-2014,5150,2005,Honda,Civic Si,MT,92806,NULL
8844,130757,Black,1750,2700,03-12-2014,2850,2005,Volvo,S40,2.4L Auto,92806,NULL
8840,106850,Black,7500,9400,03-12-2014,8650,2003,Infiniti,FX45,AWD w/Options,92806,NULL
8839,103551,White,14000,16500,03-12-2014,14750,2010,Chevrolet,Tahoe,2WD 4dr 1500 LS,92806,NULL
8834,244720,Silver,6000,6500,03-12-2014,NULL,2006,Honda,Ridgeline,RTL AT,92806,TMU
8831,238116,Tan,2300,2350,03-12-2014,1500,1998,Toyota,4Runner,4dr SR5 3.4L Auto,92806,NULL
8825,108000,White,5200,6500,03-12-2014,5900,2003,Toyota,Sequoia,4dr Limited (Natl),92806,NULL
8823,183365,Silver,2800,NULL,03-12-2014,NULL,2002,Honda,Civic,2dr Cpe EX Manual,95051,NULL
8822,120000,LightBlue,2800,3300,03-12-2014,3450,2008,Dodge,Caliber,4dr HB SE FWD,92806,NULL
8821,76319,Black,5200,6400,03-12-2014,6000,2009,Kia,Optima,4dr Sdn I4 Auto LX,92806,NULL
8819,127182,Maroon,3500,5000,03-12-2014,3950,2004,Lincoln,Navigator,4dr 2WD Luxury,92806,NULL
8816,210334,Black,4500,5200,03-12-2014,5700,1999,Toyota,Land Cruiser,4dr 4WD,92806,NULL
8815,138361,Purple,4800,6900,03-12-2014,4975,2009,Nissan,Altima,4dr Sdn I4 CVT 2.5 S,92806,NULL
8804,146946,LightBlue,3800,7100,03-12-2014,5250,2007,GMC,Sierra 1500,"2WD Ext Cab 143.5 Work Truck""",92806,NULL
8781,131864,Green,1700,2200,03-12-2014,2300,2001,Ford,Expedition,"119 WB Eddie Bauer 4WD""",92806,NULL
8771,64709,Maroon,7700,NULL,03-12-2014,NULL,2011,Kia,Sedona,4dr LWB LX,92806,NULL
8911,156382,White,2300,3600,10-12-2014,2575,2004,Chevrolet,Colorado,"Ext Cab 125.9 WB Z85""",92806,NULL
8910,84000,White,5300,6250,10-12-2014,5800,2010,Chevrolet,Cobalt,4dr Sdn LT w/2LT,92806,NULL
8908,90250,DarkBlue,3700,5000,10-12-2014,4100,2006,Chevrolet,Impala,4dr Sdn LT 3.5L,92806,NULL
8907,139920,Gray,6200,8100,10-12-2014,6500,2009,Nissan,Murano,AWD 4dr S,92806,NULL
8906,81056,Silver,4500,0,10-12-2014,4050,2004,Audi,A4,2004 2dr Cabriolet 1.8T CVT,92806,NULL
8901,33433,Black,12300,12000,10-12-2014,12850,2010,Toyota,Camry,4dr Sdn V6 Auto LE (Natl),92806,NULL
8900,205714,Silver,2500,0,10-12-2014,1575,2004,Mercedes-Benz,SLK-Class,Kompressor Roadster 2.3L,92806,NULL
