FileNum,Mileage,Color,AcquistionCost,SalesPrice,SoldOn,MMRAvgValue,Year,MakeName,ModelName,StyleName,AddrZip,TagDisplayName
10970,137295,Black,4000,3500,27-01-2016,4950,2004,Volkswagen,Phaeton,4dr Sdn V8 6-spd Auto,92806,NULL
11040,81550,Silver,6500,6500,03-02-2016,6350,2010,Honda,Civic Cpe,2dr Auto LX,92806,Theft Recovery
11058,78628,White,5100,5600,03-02-2016,6000,2009,Chevrolet,Impala,4dr Sdn 3.5L LT,92806,NULL
11051,72998,Black,11700,11500,03-02-2016,13900,2009,Jaguar,XF,4dr Sdn Premium Luxury,92806,NULL
11048,21248,Maroon,9000,13750,03-02-2016,11350,2009,Honda,CR-V,2WD 5dr LX,92806,NULL
11046,73221,Black,5900,6100,03-02-2016,6325,2009,MINI,Cooper Convertible,2dr,92806,NULL
11039,83224,White,14000,17250,03-02-2016,15400,2012,Jeep,Grand Cherokee,RWD 4dr Laredo,92806,NULL
11065,176326,Gray,2250,NULL,03-02-2016,2000,2005,Honda,Civic Cpe,LX AT SSRS,92806,NULL
11049,102544,Gray,3000,3450,03-02-2016,3050,2005,Mazda,RX-8,4dr Cpe Auto,92806,Frame Damage
11041,67000,Black,2500,4500,03-02-2016,4600,2005,Chevrolet,Equinox,4dr AWD LT,92806,NULL
10984,125190,Black,7750,10300,03-02-2016,9000,2005,Ford,F-150,"SuperCrew 139 XLT 4WD""",92806,NULL
10979,119062,Gray,2000,2800,03-02-2016,2700,2005,Chrysler,Pacifica,4dr Wgn Touring FWD,92806,NULL
11053,139158,Black,2050,2900,03-02-2016,2425,2005,Nissan,Altima,4dr Sdn V6 Auto 3.5 SE,92806,NULL
11035,72099,Red,2750,3700,03-02-2016,3050,2006,Volkswagen,New Beetle Coupe,2dr 2.5L PZEV Auto,92806,NULL
11063,85751,Gray,3500,5200,03-02-2016,4425,2006,Chrysler,300,4dr Sdn 300,92806,NULL
10838,142050,Black,3250,NULL,03-02-2016,3375,2006,Audi,A4,4dr Sdn 2.0T quattro Manual,92806,NULL
11060,127839,Silver,3200,4400,03-02-2016,3150,2006,Mazda,MAZDA3,4dr Sdn s Touring Auto,92806,NULL
11032,193838,Silver,2100,NULL,03-02-2016,2525,2006,Ford,Mustang,2dr Cpe Standard,92806,NULL
10855,101930,Gray,4100,5000,03-02-2016,5425,2006,BMW,3 Series,325i 4dr Sdn RWD,92806,NULL
11050,132939,Gray,1400,1750,03-02-2016,2100,2001,Jeep,Grand Cherokee,4dr Laredo,92806,NULL
11021,161238,Black,750,700,03-02-2016,700,2002,Lincoln,Navigator,2WD,92806,NULL
10913,143330,Black,2200,2500,03-02-2016,2475,2002,Infiniti,Q45,Luxury Performance Sdn,92806,NULL
11052,173368,Green,1600,2300,03-02-2016,1875,2002,BMW,3 Series,325i 4dr Sdn RWD,92806,NULL
11047,189367,Gray,3800,NULL,03-02-2016,4000,2004,Toyota,Highlander,4dr V6 (Natl),92806,NULL
11064,205214,Green,1000,1050,03-02-2016,825,1999,Toyota,Sienna,5dr LE,92806,NULL
11011,19593,DarkBlue,12500,NULL,03-02-2016,14500,2015,Honda,Civic Sedan,4dr CVT LX,92806,NULL
11071,44753,White,37800,NULL,03-02-2016,38500,2013,Ram,2500,"4WD Crew Cab 149 Laramie""",92806,NULL
10932,31090,Black,42250,43500,03-02-2016,40300,2013,Ram,3500,"4WD Crew Cab 169 Laramie Longhorn""",92806,NULL
11059,58290,Gray,5000,6500,03-02-2016,5600,2009,Hyundai,Sonata,4dr Sdn I4 Auto GLS,92806,NULL
11054,83586,Brown,3400,4000,03-02-2016,2675,2011,Chevrolet,Aveo,4dr Sdn LT w/2LT,92806,NULL
11066,93445,Gray,3000,4500,03-02-2016,3150,2007,Kia,Rondo,4dr V6 Auto EX,92806,NULL
11055,89858,Tan,650,600,03-02-2016,800,1998,Saturn,SL,SL2 Auto,92806,NULL
11074,133185,Black,300,900,03-02-2016,1725,1999,Toyota,Camry,4dr Sdn LE Auto,92806,Salvage Title
10950,122442,Gray,3250,4400,03-02-2016,4200,2005,Ford,Mustang,2dr Cpe Deluxe,92806,Frame Damage
10856,115620,Black,10000,10000,03-02-2016,11250,2007,Lincoln,Navigator,4WD 4dr,92806,Frame Damage
11062,101000,Gray,4900,NULL,03-02-2016,6150,2006,Mercedes-Benz,CLK-Class,2dr Coupe 3.5L,92806,NULL
10886,110002,Black,1200,1500,20-01-2016,1825,2005,Ford,Focus,4dr Sdn ZX4 S,92806,NULL
11101,82445,Green,4500,6200,10-02-2016,4725,2009,Nissan,Cube,5dr Wgn I4 CVT 1.8 S,92806,NULL
11102,139217,Silver,2500,2800,10-02-2016,2500,2009,Pontiac,G6,4dr Sdn w/1SA *Ltd Avail*,92806,NULL
11076,108175,Black,3000,4300,10-02-2016,3550,2010,Nissan,Versa,5dr HB I4 Auto 1.8 S,92806,NULL
11013,81210,Black,7000,NULL,10-02-2016,8050,2010,Volkswagen,GTI,2dr HB Man PZEV,92806,Frame Damage
11083,71508,Gray,5000,NULL,10-02-2016,0,2007,Nissan,Altima,4dr Sdn I4 CVT 2.5 S,92806,NULL
10985,122000,Black,2250,4500,10-02-2016,4550,2007,Mercury,Mountaineer,2WD 4dr V8 Premier,92806,NULL
11068,246808,Gray,2250,2750,10-02-2016,900,2007,Toyota,Prius,5dr HB (Natl),92806,NULL
11085,90302,Black,2000,2350,10-02-2016,1900,2006,Kia,Rio,4dr Sdn Manual,92806,NULL
11061,100461,Black,3800,NULL,10-02-2016,4975,2006,Mercedes-Benz,C-Class,4dr Luxury Sdn 3.0L,92806,NULL
11072,113540,Gray,5500,6700,10-02-2016,5475,2006,Nissan,Murano,4dr SL V6 AWD,92806,NULL
11080,132365,Gray,3000,4500,10-02-2016,3025,2002,Acura,MDX,4dr SUV,92806,NULL
11075,176000,Black,600,800,10-02-2016,1075,2002,Ford,Explorer,"4dr 114 WB XLT""",92806,TMU
11091,183428,Black,3300,3700,10-02-2016,4175,2003,Infiniti,FX35,2WD w/Options,92806,NULL
11056,174933,Gray,1200,1800,10-02-2016,950,2003,Mitsubishi,Lancer,4dr Sdn OZ-Rally Auto,92806,NULL
11067,137147,Silver,1700,2500,10-02-2016,1925,2003,Honda,Odyssey,5dr EX,92806,NULL
10946,209380,DarkBlue,2250,NULL,10-02-2016,4425,2004,Toyota,Highlander,4dr V6 4WD w/3rd Row (Natl),92806,NULL
11047,189367,Gray,3800,3800,10-02-2016,4000,2004,Toyota,Highlander,4dr V6 (Natl),92806,NULL
11098,162459,Black,3000,3800,10-02-2016,2425,2004,GMC,Yukon XL,4dr 1500 SLT,92806,NULL
11078,96685,Silver,1500,3200,10-02-2016,1850,2004,Nissan,Altima,4dr Sdn 2.5 S Auto,92806,NULL
11088,129572,White,1700,2300,10-02-2016,975,2001,Volkswagen,New Beetle,2dr Cpe GLX Turbo Auto,92806,NULL
11073,127787,White,3000,4000,10-02-2016,4450,2001,GMC,Sierra 1500,"Ext Cab 157.5 WB SLE""",92806,NULL
11096,103826,Black,200,500,10-02-2016,0,2001,Ford,Mustang,2dr Convertible Deluxe,92806,Salvage Title
11079,145431,Gray,2500,NULL,10-02-2016,0,2000,Chevrolet,Express Cargo Van,"1500 135 WB w/YF7""",92806,NULL
11007,103394,Black,2050,NULL,10-02-2016,2150,2005,Jaguar,S-TYPE,4dr Sdn V8,92806,NULL
10926,112912,Silver,2750,2400,10-02-2016,1775,2005,Honda,Civic Cpe,LX AT SSRS,92806,NULL
11011,19593,DarkBlue,12500,13400,10-02-2016,14500,2015,Honda,Civic Sedan,4dr CVT LX,92806,NULL
10900,60880,Black,14250,16600,10-02-2016,17600,2013,Honda,Pilot,2WD 4dr LX,92806,NULL
11099,52124,Black,17500,18100,10-02-2016,18050,2013,Hyundai,Santa Fe,AWD 4dr 2.0T Sport,92806,NULL
11094,83573,Maroon,9700,NULL,10-02-2016,10750,2013,Kia,Sorento,2WD 4dr V6 LX,92806,NULL
11111,62475,Tan,1400,3100,10-02-2016,1625,2004,Chrysler,PT Cruiser,4dr Wgn,92806,NULL
11107,14880,Gray,15000,17000,10-02-2016,17800,2014,Honda,Accord Sdn,4dr I4 CVT Sport,92806,NULL
11109,94450,Black,10000,NULL,10-02-2016,10050,2009,Honda,Odyssey,5dr EX-L w/RES,92806,NULL
10752,96392,Black,2600,5000,10-02-2016,3350,2006,Kia,Sorento,4dr LX Auto,92806,NULL
11081,151777,Silver,500,NULL,10-02-2016,850,2002,Saturn,LS,L-300 Auto,92806,NULL
11110,157470,Yellow,1,NULL,10-02-2016,0,1989,Nissan,240SX,2dr Fastback SE 5-Spd,92806,NULL
11104,52292,Silver,1000,1850,10-02-2016,1000,1999,Lincoln,Continental,4dr Sdn,92806,NULL
10963,175106,Silver,1200,2100,10-02-2016,2125,2004,Honda,Civic,2dr Cpe VP Auto,92806,NULL
11115,143678,Gray,1050,1400,10-02-2016,1200,2004,Audi,A6,4dr Sdn 3.0L CVT,92806,NULL
11121,102491,Gray,4500,5200,17-02-2016,4275,2007,Honda,Civic Cpe,2dr MT LX,92806,NULL
10985,122000,Black,2250,5900,17-02-2016,4550,2007,Mercury,Mountaineer,2WD 4dr V8 Premier,92806,NULL
11112,94480,Silver,6100,7600,17-02-2016,6075,2007,BMW,3 Series,4dr Sdn 328i RWD,92806,NULL
11106,81246,Brown,3700,4700,17-02-2016,4100,2008,Volkswagen,Rabbit,2dr HB Man S,92806,NULL
11082,135403,Brown,2700,3900,17-02-2016,2800,2008,Honda,Fit,5dr HB Man,92806,NULL
11013,81210,Black,7000,7300,17-02-2016,8050,2010,Volkswagen,GTI,2dr HB Man PZEV,92806,Frame Damage
11100,83733,Gray,10500,11000,17-02-2016,11400,2010,BMW,5 Series,4dr Sdn 528i RWD,92806,NULL
11132,63968,Black,11750,13250,17-02-2016,13350,2010,Audi,A4,4dr Sdn Auto quattro 2.0T Premium  Plus,92806,NULL
11116,61797,Yellow,1850,2500,17-02-2016,2675,2003,Volkswagen,New Beetle Convertible,2dr Convertible GLS Auto,92806,NULL
11113,182434,Black,2500,3600,17-02-2016,4450,2003,Chevrolet,Avalanche,"1500 5dr Crew Cab 130 WB""",92806,NULL
11122,107899,Black,2900,4200,17-02-2016,3525,2005,Ford,Explorer,"4dr 114 WB 4.0L XLT""",92806,NULL
11103,165299,White,1000,1950,17-02-2016,1650,2005,Chevrolet,Malibu,4dr Sdn LS,92806,NULL
11119,135667,Silver,600,750,17-02-2016,1200,2005,Chrysler,PT Cruiser,4dr Wgn GT,92806,NULL
11118,211827,Silver,750,2550,17-02-2016,1250,2004,Nissan,Maxima,4dr Sdn SE Auto,92806,NULL
11097,88466,Black,500,700,17-02-2016,325,2000,Daewoo,Nubira,4dr Wgn CDX Auto,92806,NULL
11081,151777,Silver,500,NULL,17-02-2016,850,2002,Saturn,LS,L-300 Auto,92806,NULL
11095,163670,Black,4500,6700,17-02-2016,4200,2006,Acura,TSX,4dr Sdn AT Navi,92806,NULL
11131,293473,Orange,750,NULL,17-02-2016,0,2001,Lexus,IS 300,4dr Sdn,92806,NULL
11069,155381,Black,750,1200,17-02-2016,1250,2001,Mitsubishi,Montero Sport,4dr 4WD ES,92806,NULL
11120,208023,Silver,600,1150,17-02-2016,600,1999,Toyota,Corolla,4dr Sdn VE Manual,92806,NULL
11105,186654,White,1000,1200,17-02-2016,1175,1998,Mercedes-Benz,M-Class,4dr AWD,92806,NULL
11117,101431,Silver,15500,16250,17-02-2016,16100,2009,Toyota,Tacoma,2WD Double V6 AT PreRunner (Natl),92806,NULL
11124,100139,Green,8300,10250,17-02-2016,0,2011,Kia,Optima,4dr Sdn 2.4L Auto EX Hybrid,92806,NULL
11108,145849,White,5500,8300,17-02-2016,7000,2006,Honda,Ridgeline,RT AT,92806,NULL
11129,90748,Gray,7750,9100,17-02-2016,6800,2011,Scion,tC,2dr HB Man (Natl),92806,NULL
11141,65995,Black,18000,19000,17-02-2016,16650,2012,Nissan,Titan,4WD King Cab SWB PRO-4X,92806,NULL
11130,116017,White,5200,6300,17-02-2016,7625,2005,Toyota,4Runner,4dr SR5 V6 Auto (Natl),92806,NULL
10951,168525,Gold,100,450,17-02-2016,0,2001,Mitsubishi,Galant,4dr Sdn LS V6,92806,NULL
11143,53051,Black,4250,5200,17-02-2016,4250,2011,Ford,Fiesta,4dr Sdn S,92806,NULL
11128,179100,Black,1200,2700,17-02-2016,2000,2006,Nissan,Altima,4dr Sdn I4 Auto 2.5 S,92806,NULL
11084,148704,White,2000,2600,17-02-2016,2025,2001,Mercedes-Benz,CLK-Class,2dr Coupe 4.3L,92806,NULL
11125,218368,Silver,700,1400,17-02-2016,1225,2001,Honda,Accord Sdn,EX Auto SULEV w/Leather,92806,NULL
11159,112037,Silver,4400,6100,24-02-2016,4725,2008,Kia,Sorento,4WD 4dr LX,92806,NULL
11134,206000,Gold,750,2000,24-02-2016,1225,2004,Ford,Explorer,"4dr 114 WB 4.0L XLT""",92806,NULL
11126,135954,Silver,1700,3500,24-02-2016,2375,2004,Chrysler,Crossfire,2dr Cpe,92806,NULL
10933,146011,Black,6000,8600,24-02-2016,6100,2005,Chevrolet,Colorado,"Crew Cab 126.0 WB 4WD 1SE LS Z71""",92806,NULL
11173,181898,DarkBlue,1500,0,24-02-2016,1650,2003,Acura,TL,4dr Sdn 3.2L Type S,92806,NULL
11131,293473,Orange,750,1650,24-02-2016,0,2001,Lexus,IS 300,4dr Sdn,92806,NULL
11127,211883,Silver,600,800,24-02-2016,550,2001,Chevrolet,Venture,4dr Ext WB Warner Bros 1SE w/ABB,92806,NULL
11172,68188,Black,700,1500,24-02-2016,2100,2001,Mazda,Tribute,3.0L Auto DX,92806,Salvage Title
11037,152747,Gray,1700,2400,24-02-2016,2700,2006,Ford,Fusion,4dr Sdn V6 SEL,92806,NULL
11152,106374,Black,4500,6000,24-02-2016,6600,2006,BMW,3 Series,330xi 4dr Sdn AWD,92806,NULL
11061,100461,Black,3800,3400,24-02-2016,4975,2006,Mercedes-Benz,C-Class,4dr Luxury Sdn 3.0L,92806,NULL
11135,69545,Black,21500,0,24-02-2016,23400,2014,Lexus,ES 300h,4dr Sdn Hybrid,92806,NULL
11092,90730,Black,15500,0,24-02-2016,14700,2010,Mercedes-Benz,M-Class,4MATIC 4dr ML350 BlueTEC,92806,NULL
11183,25108,Black,25250,26000,24-02-2016,23700,2014,Lexus,ES 350,4dr Sdn,92806,NULL
11158,78783,Gray,11200,11800,24-02-2016,12400,2011,MINI,Cooper Countryman,AWD 4dr S ALL4,92806,NULL
11150,57482,Gray,12500,14000,24-02-2016,13950,2011,Hyundai,Santa Fe,FWD 4dr V6 Auto Limited *Ltd Avail*,92806,NULL
11148,53470,Gray,18000,22250,24-02-2016,19250,2011,Honda,Odyssey,5dr Touring,92806,NULL
11153,91641,Silver,7700,0,24-02-2016,7925,2010,Honda,Accord Sdn,4dr I4 Auto LX,92806,NULL
11175,139205,Gold,6500,8000,24-02-2016,6100,2010,Toyota,Prius,5dr HB II (Natl),92806,NULL
11157,81413,White,7200,9000,24-02-2016,7100,2012,Chevrolet,Malibu,4dr Sdn LT w/1LT,92806,NULL
11151,48909,Black,14000,16000,24-02-2016,11800,2012,Toyota,Camry Hybrid,4dr Sdn XLE (Natl),92806,NULL
11123,28801,White,12000,14750,24-02-2016,12300,2013,Honda,Civic Sdn,4dr Auto EX,92806,NULL
9121,85007,Silver,2700,3850,24-02-2016,0,2004,Pontiac,Grand Prix,4dr Sdn GT1,92806,NULL
9959,156233,Gray,2100,2800,24-02-2016,1875,2006,Nissan,Altima,4dr Sdn I4 Auto 2.5 S,92806,Frame Damage
11154,115780,Black,1000,1600,24-02-2016,1000,1999,Chrysler,Town & Country,"4dr 119 WB Limited FWD""",92806,NULL
11184,100761,White,5500,5500,24-02-2016,4700,2004,Ford,Mustang,2dr Conv GT Premium,92806,NULL
10987,34373,Black,12000,11750,24-02-2016,12100,2014,Honda,Civic Sedan,4dr CVT LX,92806,Frame Damage
11178,136990,Black,500,750,24-02-2016,475,1996,Ford,Explorer,XLT,92806,NULL
11161,102093,Black,500,2300,24-02-2016,1750,2004,Volvo,S40,2004 1.9L Auto,92806,NULL
11142,113999,Gray,2000,2500,24-02-2016,3100,2007,Mazda,Mazda6,4dr Sdn Auto i Sport VE,92806,NULL
11081,151777,Silver,500,0,24-02-2016,850,2002,Saturn,LS,L-300 Auto,92806,NULL
10220,161134,Black,700,2100,24-02-2016,1150,1998,Dodge,Dakota,"Club Cab 131 WB SLT""",92806,NULL
11162,144280,Gray,5500,6900,24-02-2016,5325,2006,Honda,Element,4WD EX-P AT,92806,NULL
11155,144030,Brown,3500,4600,24-02-2016,3650,2004,GMC,Yukon XL,4dr 1500 SLT,92806,NULL
11146,176200,Black,1500,3200,24-02-2016,2450,2001,Ford,Explorer Sport Trac,"4dr 126 WB""",92806,NULL
11139,110471,Green,500,2000,24-02-2016,1675,2001,Honda,Accord Cpe,EX Auto,92806,NULL
11138,156547,Gold,2750,4000,24-02-2016,3975,2005,Ford,Expedition,5.4L Limited,92806,NULL
11160,126783,Green,2500,3400,24-02-2016,2150,2005,Chrysler,Pacifica,4dr Wgn Touring FWD,92806,NULL
11204,118356,White,5500,6600,02-03-2016,5550,2008,Toyota,Camry Solara,2dr Conv V6 Auto SE (Natl),92806,NULL
11212,90717,Black,1800,2700,02-03-2016,2500,2006,Kia,Amanti,4dr Sdn Auto,92806,NULL
11133,140562,DarkBlue,2700,4300,02-03-2016,4900,2006,Ford,Explorer,"4dr 114 WB 4.0L XLT""",92806,Frame Damage
11179,136490,Black,1500,2100,02-03-2016,1825,2006,Saab,09-Mar,4dr Sport Sdn Aero,92806,NULL
11185,88934,Silver,9800,14000,02-03-2016,13200,2006,Mercedes-Benz,E-Class,4dr Sdn 5.5L AMG,92806,NULL
11207,111353,Black,4500,6200,02-03-2016,4625,2005,Jeep,Grand Cherokee,4dr Laredo 4WD,92806,NULL
11191,129094,Silver,1700,3400,02-03-2016,2525,2005,Nissan,Altima,4dr Sdn V6 Auto 3.5 SE,92806,NULL
11171,79927,Gray,1500,2000,02-03-2016,2075,2006,Chrysler,PT Cruiser,4dr Wgn,92806,NULL
11201,134278,DarkBlue,4000,5500,02-03-2016,3000,2007,Honda,Fit,5dr HB AT Sport,92806,NULL
11163,133135,Black,4200,5700,02-03-2016,3700,2007,Toyota,Prius,5dr HB (Natl),92806,NULL
11218,43163,DarkBlue,5000,6250,02-03-2016,10800,2007,Acura,TSX,4dr Sdn AT,92806,NULL
11202,101675,Brown,13500,17750,02-03-2016,13400,2007,Toyota,Tundra,"4WD Double 145.7 5.7L V8 SR5 (Natl""",92806,NULL
11186,153766,Black,2800,5200,02-03-2016,2125,2009,Nissan,Altima,4dr Sdn I4 eCVT Hybrid,92806,NULL
11144,121000,Silver,3500,5000,02-03-2016,5625,2009,Mazda,CX-7,FWD 4dr Grand Touring,92806,NULL
11181,150728,Gray,3500,5500,02-03-2016,4400,2001,Lexus,LS 430,4dr Sdn,92806,NULL
11190,153265,White,3500,5100,02-03-2016,4575,2004,Lexus,IS 300,4dr Sdn Manual Trans,92806,NULL
11197,94174,White,9500,12250,02-03-2016,10250,2005,Infiniti,QX56,4dr 2WD,92806,NULL
11198,73367,Gray,8750,10500,02-03-2016,8800,2011,Hyundai,Genesis Coupe,2dr 2.0T Auto *Ltd Avail*,92806,NULL
11165,159155,White,700,750,02-03-2016,0,1992,BMW,3 Series,2dr Coupe 325iS,92806,NULL
11214,111238,DarkBlue,13000,16250,02-03-2016,13500,2008,Toyota,Tacoma,2WD Dbl V6 AT PreRunner (Natl),92806,NULL
11208,71619,Gray,6000,8250,02-03-2016,6350,2009,Scion,xB,5dr Wgn Man (Natl),92806,NULL
11187,129407,Black,14250,NULL,02-03-2016,14150,2010,Lincoln,Navigator L,4WD 4dr,92806,NULL
11013,81210,Black,7000,7000,02-03-2016,8050,2010,Volkswagen,GTI,2dr HB Man PZEV,92806,Frame Damage
8608,175000,White,1500,1500,02-03-2016,0,1993,Toyota,4Runner SR5,4dr V6 Auto 2WD,92806,NULL
11203,108495,Gold,2200,4100,02-03-2016,3700,2004,Toyota,Camry,4dr Sdn LE Auto (Natl),92806,NULL
11217,167715,Gray,1000,1500,02-03-2016,1100,2005,Cadillac,DeVille,4dr Sdn,92806,NULL
11192,190622,Gray,3500,5100,02-03-2016,3800,2005,Infiniti,FX35,4dr 2WD,92806,NULL
11205,170958,White,1500,2700,02-03-2016,1150,2003,Chevrolet,Astro Passenger,"Ext 111 WB RWD""",92806,NULL
11170,140635,Black,700,1050,02-03-2016,1200,1998,Ford,Expedition,"119 WB XLT 4WD""",92806,NULL
11200,276245,White,1500,3700,02-03-2016,2150,2002,Toyota,Tundra,Access Cab V6 Auto SR5 (Natl),92806,NULL
11211,130816,Silver,3300,3800,02-03-2016,3650,2010,Ford,Focus,4dr Sdn SE,92806,NULL
11216,125945,Gray,5500,9000,02-03-2016,5725,2009,Toyota,Camry,4dr Sdn I4 Auto LE (Natl),92806,NULL
11168,23754,Black,18000,19750,02-03-2016,17950,2015,Honda,Civic Sedan,4dr Man Si w/Summer Tires,92806,NULL
11167,83863,Black,300,800,02-03-2016,700,1993,Honda,Civic,2dr Coupe 1.6L EX Auto,92806,NULL
11164,40513,Black,21000,0,02-03-2016,20600,2013,Toyota,Tacoma,2WD Access Cab V6 AT PreRunner (Natl),92806,NULL
10718,147795,Black,400,1100,02-03-2016,775,1998,Honda,Accord Sdn,4dr Sdn DX Manual,92806,NULL
10619,134114,Black,0,1050,02-03-2016,775,1999,Chevrolet,Blazer,4dr LT,92806,NULL
11132,63968,Black,11750,13750,02-03-2016,13350,2010,Audi,A4,4dr Sdn Auto quattro 2.0T Premium  Plus,92806,NULL
11135,69545,Black,21500,22000,02-03-2016,23400,2014,Lexus,ES 300h,4dr Sdn Hybrid,92806,NULL
11195,97248,Gray,2150,4200,02-03-2016,2450,2005,Nissan,Sentra,4dr Sdn I4 Auto 1.8 S SULEV,92806,NULL
11153,91641,Silver,7700,9900,02-03-2016,7925,2010,Honda,Accord Sdn,4dr I4 Auto LX,92806,NULL
11032,193838,Silver,2100,3200,02-03-2016,2525,2006,Ford,Mustang,2dr Cpe Standard,92806,NULL
11223,264899,Black,0,1300,02-03-2016,1300,1999,Lexus,GS 300 Luxury Perform Sdn,4dr Sdn,92806,NULL
11219,141458,White,5500,6700,02-03-2016,6425,2006,Honda,Pilot,4WD EX-L AT,92806,NULL
11173,181898,DarkBlue,1500,1500,02-03-2016,1650,2003,Acura,TL,4dr Sdn 3.2L Type S,92806,NULL
11229,93290,White,3500,4600,09-03-2016,3675,2010,Chrysler,Sebring,4dr Sdn Touring,92806,NULL
11224,126147,White,6500,6900,09-03-2016,5375,2007,Ford,Explorer,2WD 4dr V8 Limited,92806,NULL
11221,153098,Gray,3200,4200,09-03-2016,4600,2007,Honda,Accord Cpe,2dr V6 AT EX-L,92806,NULL
11235,123856,Black,5500,7000,09-03-2016,6025,2007,Honda,Element,2WD 4dr AT SC,92806,NULL
11220,170142,Maroon,550,1100,09-03-2016,425,2007,Suzuki,Forenza,4dr Sdn Man,92806,NULL
11213,196345,Red,7000,8500,09-03-2016,8850,2007,Toyota,Tacoma,2WD Double 128 V6 AT PreRunner Natl,92806,NULL
10140,93582,DarkBlue,5100,6200,09-03-2016,4525,2006,Ford,Explorer,"4dr 114 WB 4.6L XLT 4WD""",92806,NULL
11230,94075,White,2300,4700,09-03-2016,2925,2006,Pontiac,Grand Prix,4dr Sdn,92806,NULL
11136,99431,Black,4000,7200,09-03-2016,5575,2006,Ford,Mustang,2dr Cpe Standard,92806,NULL
11228,97936,Black,3000,4000,09-03-2016,4025,2008,Pontiac,Grand Prix,4dr Sdn,92806,NULL
11222,154475,Silver,3200,5300,09-03-2016,4475,2005,Honda,Pilot,EX-L AT with NAVI,92806,NULL
11180,130688,Black,1500,1700,09-03-2016,2075,2005,Volvo,S60,2.4L Auto w/Sunroof,92806,NULL
11227,166732,Black,1150,1850,09-03-2016,1875,2009,Ford,Taurus,4dr Sdn SEL FWD,92806,NULL
10838,142050,Black,3250,3500,09-03-2016,3375,2006,Audi,A4,4dr Sdn 2.0T quattro Manual,92806,NULL
11215,177383,Gold,3000,9400,09-03-2016,6775,2002,Toyota,Highlander,4dr V6 (Natl),92806,NULL
11081,151777,Silver,500,1350,09-03-2016,850,2002,Saturn,LS,L-300 Auto,92806,NULL
11231,146072,Gray,500,850,09-03-2016,0,1990,Acura,Legend,4dr Sedan LS Auto,92806,NULL
11156,131835,DarkBlue,1000,2200,09-03-2016,1250,2001,Ford,Expedition,"119 WB XLT""",92806,NULL
11006,187692,Brown,0,1200,09-03-2016,575,2003,Ford,Focus,4dr Sdn SE,92806,NULL
11238,123739,White,2000,3300,09-03-2016,0,2000,Dodge,Dakota,"Club Cab 131 WB Sport""",92806,NULL
11196,152319,Black,1000,1600,09-03-2016,1750,2003,Pontiac,Vibe,4dr HB,92806,NULL
11206,46834,White,9000,9900,09-03-2016,10300,2012,Kia,Optima,4dr Sdn 2.4L Auto LX,92806,NULL
11233,16840,Maroon,8900,NULL,09-03-2016,11100,2014,Kia,Forte,4dr Sdn Auto EX,92806,NULL
11199,46000,Gray,17500,21000,09-03-2016,18400,2012,Ford,Explorer,FWD 4dr XLT,92806,NULL
11209,36715,Gray,16500,18000,09-03-2016,0,2013,Toyota,Tundra 2WD Truck,Reg Cab LB 4.0L V6 5-Spd AT (Natl),92806,NULL
11164,40513,Black,21000,NULL,09-03-2016,20600,2013,Toyota,Tacoma,2WD Access Cab V6 AT PreRunner (Natl),92806,NULL
11149,49800,Black,21200,22500,09-03-2016,20300,2011,BMW,5 Series,4dr Sdn 535i RWD,92806,NULL
10865,104441,Silver,17750,17250,09-03-2016,15500,2011,Chevrolet,Suburban,4WD 4dr 1500 LT,92806,NULL
11245,62047,White,7300,8300,09-03-2016,6825,2012,Volkswagen,Jetta Sedan,4dr Manual SE w/Convenience PZEV,92806,NULL
11242,147877,Black,1000,2100,09-03-2016,1150,2000,Dodge,Durango,4dr,92806,NULL
11241,156422,Black,2250,3700,09-03-2016,2850,2003,Lincoln,Navigator,2WD Ultimate,92806,NULL
11237,103265,Black,750,1500,09-03-2016,1025,2004,Hyundai,Accent,4dr Sdn GL Manual,92806,NULL
11225,90155,Gray,7000,6300,09-03-2016,5425,2010,Mitsubishi,Lancer,4dr Sdn CVT GTS,92806,NULL
11239,89033,LightBlue,4400,NULL,09-03-2016,6050,2007,MINI,Cooper Convertible,2dr S,92806,NULL
11194,134000,Black,5250,5900,09-03-2016,4625,2006,BMW,3 Series,330i 4dr Sdn RWD,92806,NULL
11193,90531,Gold,1100,2600,09-03-2016,1800,2000,Jaguar,S-TYPE,4dr Sdn V6,92806,NULL
11253,191000,Gold,750,2100,09-03-2016,1675,2003,Nissan,Altima,4dr Sdn S Auto,92806,NULL
11276,168720,Black,1500,4100,16-03-2016,3725,2007,Toyota,Prius,5dr HB (Natl),92806,NULL
11275,122866,DarkBlue,4500,6000,16-03-2016,5675,2008,Toyota,Prius,5dr HB (Natl),92806,NULL
11274,111622,Silver,2000,NULL,16-03-2016,0,2007,Ford,Focus,4dr Sdn SE,92806,NULL
11266,155910,Silver,1200,3100,16-03-2016,2350,2006,Nissan,Altima,4dr Sdn I4 Auto 2.5 S,95340,NULL
11261,153072,Brown,7750,8100,16-03-2016,6675,2007,Nissan,Frontier,2WD Crew Cab LWB Auto SE *Late Avai,92806,NULL
11260,181218,White,2400,3300,16-03-2016,2875,2004,Nissan,Murano,4dr SE 2WD V6,92806,NULL
11259,155007,White,1600,1600,16-03-2016,2125,2006,Buick,Rendezvous,4dr CX AWD,92806,NULL
